Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Barcode,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Status,Age,Pieces,Rating,Rating Count
lego-10450-lego-duplo-10450-hopsy-s-castle-game-age-3-building-blocks-2025-47pcs,"LEGO DUPLO 10450 Hopsy's Castle Game, Age 3+, Building Blocks, 2025 (47pcs)","• Learn through play building toy – Enjoy fun-filled family activities with the LEGO® DUPLO® Hopsy’s Castle Game 2-in-1 board game preschool learning toy
• Packed with features for skill-building play – Game includes a spinner toy, a play board, 3 animal figures and 47 bricks and pieces to build an assortment of fun castle toys
• Board game fun for the family – This construction toy comprises 2 games that help toddlers to learn about numbers and colors, while also teaching them how to take turns
• Preschool learning toy – This educational toy helps toddlers learn turn-taking and working as a team as well as helping them develop their fine motor skills and creativity
• Gift for toddlers – This engaging learning activity is a great birthday orspecial occasion gift for toddlers aged 3 and up who love imaginative play
• Digital building instructions – The LEGO® Builder app features a digital version of the instructions included with this creative toy, which has been rigorously tested to ensure a safe play experience
• Preschool kids’ learning toy – LEGO® DUPLO® imaginative-play toys set toddlers on a learning adventure, developing their preschool skills and emotional development through fun-filled playtimes
• Measurements – This 47-piecegame toy includes a board measuring over 12.5 in. (32 cm) long and 8.5 in. (22 cm) wide",LEGO,DUPLO Town,DUPLO Town,TRUE,Title,Default Title,10450,5702017816630,shopify,0,deny,manual,2999.00,,TRUE,TRUE,,,active,3+,47,,
lego-43217-lego-disney-classic-43217-up-house-age-9-building-blocks-2023-598pcs,"LEGO Disney Classic 43217 ‘Up’ House​, Age 9+, Building Blocks, 2023 (598pcs)","• Endless inspiration – Give a movie fan or any kid who lives for high-flying adventures a gift full of details to inspire the imagination with this LEGO® ǀ Disney and Pixar ‘Up’ House (43217) set
• Creativity in a box – This 598-piece set includes a partial house build with balloons, different rooms and functions, 2 minifigures, a LEGO® animal figure and plenty of accessories to spark play
• Beloved characters – With Disney and Pixar’s Carl Fredricksen and Russell LEGO® minifigures, plus a Dug LEGO dog figure, the set is made for unlimited adventures on land or floating through the clouds
• Impressive gift for ages 9+ – Disney and Pixar fans with a passion for adventure will enjoy this set full of imaginative possibilities, with a house based on an iconic movie
• Unlimited play – With the house measuring over 10.5 in. (27 cm) high, 6 in. (15 cm) wide and 4 in. (11 cm) deep, this set is made for endless play sessions or display in kids’ (or adults’) rooms
• A new way to build – The LEGO® Builder app guides kids on an intuitive building adventure. They can save sets, track progress and zoom in and rotate models in 3D while they build
• Important life skills – With detailed minifigures and a recognizable build, this Disney and Pixar construction set encourages open creative play that builds vital life skills through fun
• Uncompromising quality – Ever since 1958, LEGO® components have met stringent industry standards to ensure they connect consistently
• Safety first – LEGO® components are dropped, heated, crushed, twisted and analyzed to make sure they meet rigorous global safety standards",LEGO,Disney Classic,Disney Classic,TRUE,Title,Default Title,43217,5702017424842,shopify,0,deny,manual,4499.00,,TRUE,TRUE,,,active,9+,598,,
lego-75445-lego-star-wars-75445-anzellan-starship-700-pieces-building-blocks,"LEGO Star Wars 75445 Anzellan Starship (700 pieces), Building Blocks","STARSHIP TOY BUILDING SET FOR KIDS – All aboard the LEGO® Star Wars™ Anzellan Starship (75445), as seen in Star Wars: The Mandalorian and Grogu™, for droid-building fun
3 LEGO® STAR WARS™ FIGURES – Place the Grogu LEGO figure and 2 Anzellans in the cockpit or the main compartment of the starship
FUN FEATURES – Pull down the ramp, build/repair Battle Droids with the droid parts and tools in the workshop area, place an Anzellan at the table to eat a cookie, and more
DESIGNED FOR EASY PLAY – Lift off the roof to access the main compartment and take the workbench out of the starship to create more space to repair droids
STAR WARS™ GIFT FOR KIDS – This cool toy building kit makes an awesome gift for boys, girls and any Star Wars: The Mandalorian and Grogu™ fans ages 9 years old and up
DIGITAL BUILDING INSTRUCTIONS – The LEGO® Builder app guides your child on a building adventure that lets them zoom in and rotate sets using 3D instructions, as well as save and track their progress
EXPLORE THE ASSORTMENT – Look out for more collectible LEGO® Star Wars™ sets inspired by Star Wars: The Mandalorian and Grogu™ (sold separately) to relive thrilling scenes or create original stories
DIMENSIONS – The brick-built starship model in this 701-piece LEGO® Star Wars™ set measures over 3 in. (7 cm) high, 9.5 in. (25 cm) long and 5.5 in. (14 cm) wide",LEGO,Starwars,Starwars,TRUE,Title,Default Title,75445,5702018063033,shopify,0,deny,manual,5799.00,,TRUE,TRUE,,,active,9+,700,,
lego-31171-lego-creator3-in-1-31171-wild-animals-majestic-rhino-with-birds-age-9-building-blocks-2025-780pcs,"LEGO Creator3 in 1 31171 Wild Animals: Majestic Rhino with Birds, Age 9+, Building Blocks, 2025 (780pcs)","• 3 animal playset building options in 1 box – LEGO® Creator 3in1 Wild Animals: Majestic Rhino with Birds lets kids aged 9 and up build and rebuild 3 animal toys with the same bricks
• Endless play – Kids can role-play stories with 3 different animals (models cannot be built simultaneously): a rhino toy with 4 birds and a snail, a hippo toy or a walrus toy with a fish
• Posable animal toys – Rhino action figure can move its legs, neck, ears, mouth and tail; hippo toy can move its legs, tail, neck, ears and mouth; walrus toy can move its fins, neck, head and body
• Models for play and display – When playtime is over, the animal figures make fun display items in a kid’s bedroom on a shelf or a bedside table
• Gift for animal lovers – 3in1 building set provides a fun build-and-play experience for little builders with a passion for animals and can be given as a birthday or Christmas gift
• A fun way to build – Let the LEGO® Builder app guide kids on an intuitive creative adventure as they save sets, track progress and zoom in and rotate models in 3D while they build
• 3in1 LEGO® set – Every 3in1 transforming toy set (sold separately) lets kids build 3 different models inspired by their biggest passions, including animals, vehicles and houses
• Measurements – This 780-piece LEGO® building set features a buildable rhino toy that measures over 4.5 in. (12 cm) high, 9.5 in. (24 cm) long and 2.5 in. (7 cm) wide",LEGO,Creator 3 in 1,Creator 3 in 1,TRUE,Title,Default Title,31171,5702017824895,shopify,0,deny,manual,4799.00,,TRUE,TRUE,,,active,9+,780,,
lego-75416-lego-star-wars-75416-chopper-c1-10p-astromech-droid-age-10-building-blocks-2025-1039pcs,"LEGO Star Wars 75416 Chopper (C1-10P) Astromech Droid, Age 10+, Building Blocks, 2025 (1039pcs)","• LEGO® Star Wars™ buildable toy model kit for kids – Create a playful display with a buildable figure of beloved astromech droid Chopper (C1-10P), as seen in the Star Wars: Ahsoka™ adventure series
• Authentic details – Rotate Chopper’s head and move the lever to remotely activate his iconic head movements, adjust his antenna, pose his arms and legs and fold out a tool from his chest
• Different display options – Chopper’s arms and his center wheel are detachable so he can be displayed as if his arms and wheel have been retracted into his body
• Build-and-display set – The main buildable figure comes with an information plaque on a stand with space for the included standard-size Chopper (C1-10P) LEGO® droid figure
• LEGO® Star Wars™ gift for kids and the whole family – This set makes a top birthday present or holiday gift for boys, girls and any fans of the Star Wars: Ahsoka™ fantasy-adventure series aged 10 plus
• Build Together with friends and family – The LEGO® Builder app offers a fun and collaborative experience where you can share the fun of LEGO building
• LEGO® Star Wars™ sets for all ages – LEGO Star Wars collectible toy building sets (sold separately) let kids and adult fans relive classic scenes, make up new stories or display the buildable models
• Dimensions – The Chopper figure in this 1,039-piece LEGO® Star Wars™ build-a-droid set stands over 8.5 in. (22 cm) tall",LEGO,Starwars,Starwars,TRUE,Title,Default Title,75416,5702017817651,shopify,0,deny,manual,8499.00,,TRUE,TRUE,,,active,10+,1039,,
lego-76328-lego-super-heroes-dc-76328-batman-the-classic-tv-series-batmobile-age-18-building-blocks-2024-1822pcs,"LEGO Super Heroes DC 76328 Batman: The Classic TV Series Batmobile, Age 18+, Building Blocks, 2024 (1822pcs)","Batman™ collectible gift for adults – This buildable LEGO® DC recreation of The Classic TV Series Batmobile™ is designed with adult fans of Batman and 1960s pop culture in mind

LEGO® Batman™ vehicle – The car features a molded windshield, rotatable wheels, authentic decorations and an opening trunk containing the Bat-Computer

Nostalgic building kit – Adult model-builders can lose themselves in this authentically detailed project as they carefully construct this lasting testament to their passion

Authentic accessories – This collectible build-and-display model comes with a vehicle-information plate and a 1966-style Batman™ minifigure

Gift for adult fans of DC Super Heroes™ – This distinctive Batmobile™ and minifigure model is a gift idea for adult Batman™ enthusiasts

Printed and digital guides – As well as high-quality, printed building instructions, a digital version of the guide is available on the LEGO® Builder app

More building sets for adults – This creative construction kit is part of the LEGO® Sets for Adults range, designed to deliver a rewarding and immersive escape for anyone who enjoys building models

1,822-piece adult building kit – The completed Batmobile™ measures over 5 in. (14 cm) high, 19 in. (50 cm) long and 7 in. (18 cm) wide",LEGO,Super Heroes,Super Heroes,TRUE,Title,Default Title,76328,5702017719726,shopify,0,deny,manual,11999.00,,TRUE,TRUE,,,active,18+,1822,,
lego-71848-lego-ninjago-71848-the-temple-bounty-age-14-building-blocks-2025-2387pcs,"LEGO Ninjago 71848 The Temple Bounty, Age 14+, Building Blocks, 2025 (2387pcs)","• Large NINJAGO® model for display and storytelling – Ninja fans aged 14 and up can recreate action from season 3 of the NINJAGO Dragons Rising TV show with The Temple Bounty ship toy
• Interactive ship playset – NINJAGO® fans turn a gear to move the sails, remove roofs and floors to gain access to the interior and a sushi bar, and fold a table in the main cabin to reveal a secret
• Boat model with display stand – After endless hours of storytelling, ninja fans can use the action toy’s stand to display this detailed ship toy on a shelf or bedside table
• 6 minifigures – Playset includes Zane, Cole, Wyldfyre, Nya, Rogue and Zarkt armed with weapon accessories and a translucent reveal blade that helps to show a secret map on the captain’s table
• Gift for NINJAGO® fans – This playset provides a fun build-and-play experience and is a great gift idea for NINJAGO fans with a passion for storytelling
• A fun way to build – Let the LEGO® Builder app guide kids on an intuitive building adventure, where they can save sets, track progress and zoom in and rotate models in 3D while they build
• A universe of ninja toys – LEGO® NINJAGO® sets let kids escape into a fantasy world of adventures with their ninja heroes
• Measurements – When displayed on its stand, the 2,387-piece NINJAGO® The Temple Bounty LEGO® boat model measures over 19.5 in. (49 cm) high, 22.5 in. (58 cm) long and 10.5 in. (26 cm) wide",LEGO,Ninjago,Ninjago,TRUE,Title,Default Title,71848,5702017815817,shopify,0,deny,manual,14999.00,,TRUE,TRUE,,,active,14+,2387,,
lego-60470-lego-city-60470-explorers-arctic-polar-express-train-age-7-building-blocks-2025-1517pcs,"LEGO City 60470 Explorers' Arctic Polar Express Train, Age 7+, Building Blocks, 2025 (1517pcs)","• Remote controlled toy train set – Fans of STEM toys and pretend play will love this LEGO® City Explorers’ Arctic Polar Express Train set for kids aged 7 and up
• What’s in the box? – An RC toy locomotive, passenger car, flatcar, outpost, mountaintunnel, mine cave, 30 track pieces, a Johnny Thunder minifigure, 5 explorer minifigures and 2 Arctic fox figures
• Features and functions – Kids can drive the toy train through the mountain tunnel to activate a rockfall function and send minifigures dow n a zip line that connects the mountain to the Arctic outpost
• Powered Up playset – Kids operate the model train locomotive with the remote control or a smart device equipped with the LEGO® Powered Up app. Set requires 10 x LR03 (AAA) batteries, not included
• A premium-quality LEGO® gift – Give this feature-packed building toy as a gift for boys, girls and train fans aged 7 and up
• A city without limits – Kids can unleash more fun and adventures when they add this toy train building set to other playsets (sold separately) from the LEGO® City range
• Creative toys with a fun digital guide – The LEGO® Builder app takes kids on an intuitive building adventure with tools that let them zoom in and rotate models in 3D as they build
• Dimensions – The motorized train including the 2 cars in this 1,517-piece LEGO® City set measures over 3 in. (8 cm) high, 27.5 in. (70 cm) long and 2.5 in. (6 cm) wide",LEGO,City Trains,City Trains,TRUE,Title,Default Title,60470,5702017822198,shopify,0,deny,manual,14999.00,,TRUE,TRUE,,,active,7+,1517,,
lego-75435-lego-star-wars-75435-battle-of-felucia-separatist-mtt-age-9-building-blocks-2025-976pcs,"LEGO Star Wars 75435 Battle of Felucia Separatist MTT, Age 9+, Building Blocks, 2025 (976pcs)","• LEGO® Star Wars: The Clone Wars™ building toy for boys, girls and any fans – Kids become the heroes in their own epic Battle of Felucia scenes with this brick-built Separatist MTT vehicle
• LEGO® Star Wars™ characters – Commander Bly and Aayla Secura LEGO minifigures, 3 Commando Droid LEGO figures, a Pilot Battle Droid and 6 Battle Droid LEGO figures with accessories
• Authentic details – Turn the knob on top of the MTT to activate the droid deployment rack, pushing it out from the front hatch, then unclip the Battle Droids from the rack
• Ready for action – The MTT has hidden wheels for smooth movement, a pilot cockpit, 2 stud shooters, a STAP speeder in the rear compartment and fold-up side panels to access interior details
• LEGO® Star Wars™ gift idea for boys, girls and any fans aged 9 and up – Gift this high-quality buildable vehicle play-and-display set to kids and any Star Wars: The Clone Wars™ fans
• A fun way to build – Let the LEGO® Builder app guide kids on an intuitive building adventure where they can rotate a 3D digital version of their construction models as they build, and more
• Explore the range – Collectible LEGO® Star Wars™ sets (sold separately) enable kids and adult Star Wars fans to relive iconic scenes, create original stories or simply display the buildable models
• Play and display as fantasy decor – The LEGO® Star Wars™ play vehicle in this 976-piece building set measures over 5.5 in. (15 cm) high, 11.5 in. (29 cm) long and 5 in. (13 cm) wide",LEGO,Starwars,Starwars,TRUE,Title,Default Title,75435,5702017901251,shopify,0,deny,manual,10999.00,,TRUE,TRUE,,,active,9+,976,,
lego-75367-lego-d2c-star-wars-75367-venator-class-republic-attack-cruiser-age-18-building-blocks-2036-5374pcs,"LEGO D2C Star Wars 75367 Venator-Class Republic Attack Cruiser, Age 18+, Building Blocks, 2036 (5374pcs)","• The Venator-Class Republic Attack Cruiser (75367) – Relive classic battles from the Clone Wars era as you construct this LEGO® Star Wars™ Ultimate Collector Series build-and-display model
• 2 LEGO® minifigures – Includes Clone Wars leaders Captain Rex and Admiral Yularen
• Recreate authentic details – Capture instantly recognizable features in LEGO® style, from the command bridge to the hangar with a buildable scale model of a Republic Gunship inside
• Made for display – This construction model has a built-in display stand with an information plaque, a Clone Wars 20th-anniversary brick and space for the 2 LEGO® minifigures
• Gift idea for adults – Treat yourself or give this 5,374-piece set as a birthday present or holiday gift to another Star Wars™ fan, advanced LEGO® builder or collector of LEGO Star Wars UCS sets
• Brick-built centerpiece – This buildable Star Wars™ vehicle toy measures over 12.5 in. (32 cm) high, 43 in. (109 cm) long and 21 in. (54 cm) wide
• Illustrated instructions – Find clear step-by-step instructions in the box and on the LEGO® Builder app to help you tackle this complex building challenge with confidence
• From a galaxy far, far away to your home – Collectible LEGO® Star Wars™ sets for adults are designed for people like you who enjoy fun, creative activities to relax in a mindful way
• Quality assurance – LEGO® components comply with demanding industry standards to ensure they connect simply and securely for robust builds
• Safety is a priority – LEGO® bricks and pieces are tested in almost every way imaginable to make sure that they satisfy strict global safety standards",LEGO D2C,Starwars,Starwars,TRUE,Title,Default Title,75367,5702017421476,shopify,0,deny,manual,42999.00,,TRUE,TRUE,,,active,18+,5374,,
lego-21359-lego-d2c-ideas-21359-italian-riviera-age-18-building-blocks-2025-3251pcs,"LEGO D2C Ideas 21359 Italian Riviera, Age 18+, Building Blocks, 2025 (3251pcs)","Architecture model kit for adults – Capture the charm of a quaint and colorful fishing village on the Italian Riviera with this detailed LEGO® Ideas build-and-display model

Explore the model houses and stores – The roof and upper story/stories of each building are removable for easy viewing of the interiors of the stores and the storekeepers’ homes

Authentic details – A kitchen where a nonna is showing her grandson how to make trofie pasta, a diving equipment store with a coastal map, a fish market, a gelato store, a fisher in a boat, and more

10 LEGO® minifigures – Bring the scene to life with 10 minifigures, including a fish vendor, gelato store owner, tourist (the set’s fan designer!) and a scooter driver, plus 2 kitten figures

Italian-themed gift for adults – Treat yourself or gift this building set to other creative adults who love travel, Italian culture, architecture and history, or to a keen LEGO® collector

3D building instructions – Enjoy every step of your build with the LEGO® Builder app; you can zoom and rotate your model in 3D, track your progress and save all your sets in one place

The LEGO® fans’ choice – This LEGO set for adults is part of the LEGO Ideas collection, where each building kit is created by a fan designer, voted for by LEGO fans and produced by the LEGO Group

Italian decor – This 3,251-piece LEGO® Ideas collectible village set measures over 9 in. (23 cm) high, 13 in. (34 cm) wide and 12 in. (31 cm) deep, and adds a dash of Mediterranean style to your decor",LEGO D2C,Ideas,Ideas,TRUE,Title,Default Title,21359,5702017829272,shopify,0,deny,manual,19999.00,,TRUE,TRUE,,,active,18+,3251,,
lego-75397-lego-d2c-star-wars-tm-75397-ucs-jabba-s-sail-barge-age-18-building-blocks-2024-3942pcs,"LEGO D2C Star Wars TM 75397 UCS Jabba’s Sail Barge, Age 18+, Building Blocks, 2024 (3942pcs)","Jabba’s Sail Barge set – Create a playful display with this LEGO® Star Wars™ Ultimate Collector Series buildable model of Jabba the Hutt’s sail barge from Star Wars: Return of the Jedi

11 collectible Star Wars™ characters – Bib Fortuna, Princess Leia, C-3PO, Max Rebo, Kithaba, Vizam, Wooof, Gamorrean Guard, Jabba the Hutt, Salacious Crumb and R2-D2 with a bar table accessory

Revel in the details – Fold down the sides and lift off the textile sails and top deck to explore the barge’s detailed interior, including the cockpit, prison cell, armory, kitchen and Jabba’s bed

Made for display – Showcase your creation next to the display stand, which has space for the Jabba the Hutt LEGO® figure, an information plaque and a LEGO Star Wars™ 25th anniversary brick

LEGO® Star Wars™ gift for adults – Treat yourself or gift this 3,942-piece display set to another Star Wars fan, advanced LEGO builder or collector of LEGO Star Wars UCS sets

Complete the scene – Add the Desert Skiff & Sarlacc Pit (set 75396 – sold separately) to recreate the whole iconic escape scene from Star Wars: Return of the Jedi

LEGO® Star Wars™ sets for adults – From a galaxy far, far away to your living room, LEGO Star Wars building sets for adults are designed for people like you who enjoy mindful, creative activities

Build and display – This brick-built Star Wars™ vehicle measures over 10 in. (25 cm) high, 30.5 in. (77 cm) long and 9.5 in. (25 cm) wide",LEGO D2C,Starwars,Starwars,TRUE,Title,Default Title,75397,5702017590202,shopify,0,deny,manual,36999.00,,TRUE,TRUE,,,active,18+,3942,,
lego-75192-lego-d2c-75192-star-wars-ucs-millennium-falcon-age-16-building-blocks-2017-7541pcs,"LEGO D2C 75192 Star Wars™ UCS Millennium Falcon, Age 16+, Building Blocks, 2017 (7541pcs)","Includes 4 classic crew minifigures: Han Solo, Chewbacca, Princess Leia and C-3PO.

Also includes 3 Episode VII/VIII crew minifigures: Older Han Solo, Rey and Finn.

Figures include a BB-8 droid, 2 buildable Porgs and a buildable Mynock.

Exterior features include intricately detailed and removable hull panels, a lowering boarding ramp, concealed blaster cannon, 4-minifigure cockpit with detachable canopy, interchangeable round/rectangular sensor dishes, upper and lower quad laser cannons, and 7 landing legs.

Main hold features a seating area, Dejarik holographic game, combat remote training helmet, engineering station with turning minifigure seat and a doorway build with passageway decoration.

Rear compartment features the engine room with hyperdrive and console, 2 doorways, hidden floor compartment, 2 escape pod hatches, engineering console and an access ladder to the gunnery station.

Gunnery station features a minifigure gunner’s seat and detachable hull panel with fully rotating quad laser cannon. An additional quad laser cannon is also mounted on the underside.

This model includes 7,500 pieces.

Also includes an informational fact plaque.

Features a new-for-October-2017 cockpit canopy element.

Classic crew weapons include Han’s blaster pistol and Chewbacca’s stud-firing bowcaster.

Episode VII/VIII crew weapons include Han’s blaster, Rey’s small silver blaster and Finn’s medium blaster rifle.

Change out the features and crew characters to switch between classic and Episode VII/VIII versions of the Millennium Falcon!

Open individual hull panels to access the detailed interior while retaining the overall exterior appearance.

Slide the panel to reveal the concealed blaster cannon.

Turn classic Leia’s and Han’s head to reveal their breathing mask decoration.

Makes the perfect intergalactic toy or flagship display model.

Measures over 8” (21cm) high, 33” (84cm) long and 22” (60cm) wide.",LEGO D2C,Starwars,Starwars,TRUE,Title,Default Title,75192,5702015869935,shopify,0,deny,manual,69999.00,,TRUE,TRUE,,,active,16+,7541,,
lego-10360-lego-d2c-icons-10360-shuttle-carrier-aircraft-age-18-building-blocks-2025-2417pcs,"LEGO D2C Icons 10360 Shuttle Carrier Aircraft, Age 18+, Building Blocks, 2025 (2417pcs)","Home office decor for fans of space exploration – Launch into an immersive building project with the LEGO® Icons Shuttle Carrier Aircraft building set for adults

What’s in the box? – Everything you need to construct a detailed LEGO® replica model of the Boeing™ 747™ carrier aircraft and NASA Space Shuttle Enterprise

Features and functions – Store the detachable tail cone, engines and landing gear from the NASA shuttle in its cargo bay and turn a dial to deploy the Boeing™ aircraft’s 18-wheel landing gear

Build and showcase – This collectible building set includes a display stand and separate information plaques for the Boeing™ 747™ and NASA Space shuttle models

A science gift idea for STEM lovers – Give this LEGO® Icons building set as a gift for adult fans of model aircraft, science and space exploration

3D building instructions – Get ready to build like never before with the LEGO® Builder app, where you can save sets, track your progress, zoom in and rotate your model in 3D

Building kits for adults – Discover a space for relaxation with the inspiring range of LEGO® building sets (sold separately) designed specifically for adults

Dimensions – The model of the Boeing™ 747™ with the NASA space shuttle model mounted in this 2,417-piece building set measures over 10.5 in. (27 cm) high, 25 in. (63 cm) long and 21 in. (53.5 cm) wide",LEGO D2C,Icons,Icons,TRUE,Title,Default Title,10360,5702017829180,shopify,0,deny,manual,15999.00,,TRUE,TRUE,,,active,18+,2417,,
lego-10354-lego-d2c-icons-10354-lord-of-the-rings-bag-end-age-18-building-blocks-2025-2017pcs,"LEGO D2C Icons 10354 Lord of the Rings: Bag End, Age 18+, Building Blocks, 2025 (2017pcs)","LEGO® Icons movie memorabilia set⁠ – Travel to Bilbo Baggins’ enchanting hobbit hole in The Shire region of Middle-earth™ with the LEGO Icons The Lord of the Rings: The Shire™ building set for adults

What’s in the box?⁠ – All you need to build a LEGO® model of The Shire™ and Bilbo Baggins™, Frodo™, Mrs. Proudfoot, Farmer Proudfoot, Merry, Pippin, Rosie, Samwise™ and Gandalf the Grey™ minifigures

Features and functions ⁠– Transform a burning letter into The One Ring™, make Bilbo vanish at the turn of a dial and recreate the dragon-firework scene with interchangeable heads for Merry and Pippin

Packed with movie-themed details ⁠– Includes Gandalf’s horse and cart, fireworks, a firework dragon figure, the Party Tree, party pavilion and Bilbo’s book, which can be displayed open or closed

Home office gifts for movie lovers ⁠– Treat yourself or give this LEGO® Icons building set as a gift for adult fans of The Lord of the Rings™ movie trilogy

Includes printed and digital building instructions – The LEGO® Builder app features a digital version of the printed building instructions included with this LEGO Icons construction set

LEGO® building kits for adults – This LEGO Icons project is part of the inspiring range of LEGO creative building sets designed specifically for adults

Dimensions – The model of The Shire™ in this 2,017-piece building set measures over 7.5 in. (20 cm) high, 17.5 in. (45 cm) wide and 10.5 in. (27 cm) deep",LEGO D2C,Icons,Icons,TRUE,Title,Default Title,10354,5702017829135,shopify,0,deny,manual,19999.00,,TRUE,TRUE,,,active,18+,2017,,
lego-75409-lego-d2c-star-wars-75409-ucs-jango-fett-s-starship-age-18-building-blocks-2025-2970pcs,"LEGO D2C Star Wars 75409 UCS Jango Fett's Starship, Age 18+, Building Blocks, 2025 (2970pcs)","LEGO® Star Wars™ Ultimate Collector Series display set – Create a spectacular Star Wars display with this buildable model of Jango Fett’s Firespray-Class Starship from Star Wars: Attack of the Clones™

2 LEGO® Star Wars™ minifigures – The Jango Fett and Young Boba Fett LEGO minifigures can be placed inside a removable section of the starship’s cockpit

Authentic details – Lift off the cockpit canopy to view the detailed interior, push the main entrance open, reveal the compartment containing the seismic charge, and aim the blaster cannons

Display your way – Place your creation on a flat surface in landing mode or showcase it in upright flight position on the buildable stand, which has an information plaque

LEGO® Star Wars™ gift for creative adult fans – Treat yourself or gift this buildable model kit to another Star Wars fan, advanced LEGO builder or collector of LEGO Star Wars UCS building kits

3D building instructions – Enjoy every step of your build with the LEGO® Builder app; you can view a 3D digital version of this construction model as you build, track your progress and save sets

LEGO® Star Wars™ collectible sets for adults – From a galaxy far, far away to your home, LEGO Star Wars model-building kits for adults are designed for people who enjoy mindful, creative activities

Build and display – The LEGO® Star Wars™ starship in this 2,970-piece fantasy set measures over 7.5 in. (19 cm) high, 17.5 in. (44 cm) long and 15.5 in. (39 cm) wide",LEGO D2C,Starwars,Starwars,TRUE,Title,Default Title,75409,5702017824178,shopify,0,deny,manual,20999.00,,TRUE,TRUE,,,active,18+,2970,,
lego-42673-lego-friends-42673-family-vacation-beach-resort-age-8-building-blocks-2025-1140pcs,"LEGO Friends 42673 Family Vacation Beach Resort, Age 8+, Building Blocks, 2025 (1140pcs)","• Family fun – This Family Vacation Beach Resort building set for girls, boys and kids aged 8 years old and up comes with 6 minidolls, a dolphin and a turtle figure, plus accessories for creative play
• A beach playset packed with stories – This action-packed model features a buildable paddleboat, beach scene and a resort with lots of details to inspire creative storytelling
• 6 minidolls and 2 sea animals – This pretend-play set tells the story of Nova as she takes a fun family vacation with her dad and sister, along with characters Liann, Aron and resort manager Mischa
• A creative toy with beach resort accessories – This LEGO® set comes with lots of accessories, including drinks, ice cream cones, surfboards, helmets, a shovel, camera, suitcase and a beach wheelchair
• A gift to inspire family fun – This LEGO® beach resort set makes a great gift for kids who enjoy days at the beach and would love to build a model alongside their friends and family
• Online show – Inspire more creative-play ideas with other sets (sold separately) and the LEGO® Friends: The Next Chapter online show, where kids can get to know the characters of Heartlake City
• Build Together with friends and family – The LEGO® Builder app offers a fun and collaborative experience where you can share the fun of LEGO building
• Measurements – 1,140-piece set with a main model measuring over 7 in. (18 cm) high, 18 in. (45 cm) wide and 9.5 in. (24 cm) deep",LEGO,Friends,Friends,TRUE,Title,Default Title,42673,5702017815367,shopify,0,deny,manual,9999.00,,TRUE,TRUE,,,active,8+,1140,,
lego-10366-lego-d2c-icons-10366-tropical-aquarium-age-18-building-blocks-2025-4154pcs,"LEGO D2C Icons 10366 Tropical Aquarium, Age 18+, Building Blocks, 2025 (4154pcs)","Fish tank decor building kit – Take quality time out or treat a loved one with this LEGO® Icons Tropical Aquarium set for adults

What’s in the box – Includes everything you need to build a LEGO® fish tank with 4 fish and a variety of coral, water plants and creatures

Features and functions – Rotate the dials and cranks to animate a swimming fish, swaying coral, a crab emerging from an underwater cave and an opening treasure chest

Captivating home decor – Arrange each feature for the perfect look and display your creation in the home or workplace for all to enjoy

A fun holiday or birthday gift – Treat yourself or gift a loved one with this LEGO® Icons Tropical Aquarium building project for adults and pet fish lovers

Includes digital building instructions – The LEGO® Builder app features a 3D digital version of the building instructions included with this LEGO fish tank aquarium construction set

LEGO® building sets for adults – Discover a space for relaxation with the inspiring range of LEGO building projects (sold separately) designed specifically for adults

Dimensions – The fish tank in this 4,154-piece LEGO® aquarium building set measures over 14 in. (36 cm) high, 20.5 in. (52 cm) wide and 11 in. (28 cm) deep",LEGO D2C,Icons,Icons,TRUE,Title,Default Title,10366,5702017829210,shopify,0,deny,manual,30999.00,,TRUE,TRUE,,,active,18+,4154,,
